No,Title,Tags,Status,Link
3631,npm ERR! cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3631
3629,[BUG] `npm install` creates symlinks to `file:` dependencies,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3629
3628,"[BUG] old lockfile causes 404 Not Found for ""file:""-referenced dependency",Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3628
3626,"Thanks for the help and efforts, please remove all api's and reset my accounts and balance to zero (0). Since, I was bugged or hacked.",,Closed,https://github.com/npm/cli/issues/3626
3625,"Thanks for the help and efforts, please remove all api's and reset my accounts and balance to zero (0). Since, I was bugged or hacked.",,Closed,https://github.com/npm/cli/issues/3625
3624,"This commit implements a fully-automated development setup using Gitpod.io, an",,Closed,https://github.com/npm/cli/issues/3624
3623,"Remove all my api’s and reset all my accounts and balance to zero. Since, I was bugged and hacked.",,Closed,https://github.com/npm/cli/issues/3623
3622,Bugged or hacked,,Closed,https://github.com/npm/cli/issues/3622
3620,[BUG] cb() never called,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3620
3619,[BUG] `npm link` does not respect `--no-save`,Release 7.x;Release 8.x;Bug;Priority 1;Release 9.x,Closed,https://github.com/npm/cli/issues/3619
3617,[BUG] <Use node child_process to call `npm publish` to prompt `npm adduser`>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3617
3616,[BUG] npm >=7.20.3 freezes on npm up command,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3616
3610,[BUG] npm shrikwrap corrupts workspace published package installation with npm version 7,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3610
3609,[BUG] npm install - workspaces not installing dependencies as expected,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3609
3608,[BUG] `npm dedupe` not working properly since upgrading from 7.20.2 to 7.20.3,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3608
3606,[BUG] `npm install` installs the wrong things,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3606
3605,npm audit false negative,,Closed,https://github.com/npm/cli/issues/3605
3604,[BUG] npm ci installs nested dev dependency,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3604
4277,[BUG](arborist) Lifecycle Scripts of `file:` dependencies do not run,Bug;Priority 2;ws:arborist,Closed,https://github.com/npm/cli/issues/4277
3601,cannot read property 'match' of undefined ,,Closed,https://github.com/npm/cli/issues/3601
3600,[BUG] Modules run via npx interpret strings that look like environment variables,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3600
3599,npx uses different environment than invoking command directly,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3599
3598,npm install --workspaces runs scripts in parent package,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3598
3597,[BUG] <title> npm ERR! Exit handler never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3597
3595,[BUG] installation fails for Ubuntu 16.04,Bug,Closed,https://github.com/npm/cli/issues/3595
3593,[BUG] npm ls --depth=Infinity returns dev dependencies of local prod dependencies,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3593
3590,[BUG] Republished package showing on npmjs.com but not available from CLI,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3590
3585,[BUG] the readability of the notice about upgrading NPM is very poor on a white background,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3585
3583,npm ERR! cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3583
3582,[BUG] CLI does not throw error when publishing abusive package name ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3582
3581,[BUG] `npm install -g` creates a folder in the current dir with the literal name `${XDG_DATA_HOME}`,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3581
3580,[BUG] `npm install -g .` with a `NPM_CONFIG_PREFIX` results in ENOENT,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3580
3578,[BUG] npm v7.10+ incompatible with git v2.22,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3578
3577,[BUG] npm ERR! Exit handler never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3577
3575,[BUG] npm run ignores INIT_CWD ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3575
3573,[BUG] npm 7.18.1 ignores publishConfig.registry,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3573
3572,[BUG] npm set does not respect -g flag in 7.20.0 onwards,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3572
3568,[BUG] Running `npm link` for 2 packages removes the link to the first package,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3568
3567,"[BUG] ""audit fix"" fails after ""audit update"" succeeded",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3567
3566,[BUG] npm audit fix could not resolve dependency but it states that dependency found,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3566
3565,[BUG] npm dedupe fails with `TypeError: Cannot read property 'path' of null`,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3565
3564,[BUG] GitHub package description is not updated,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3564
3560,[BUG]<RESPONSE INFORMATION里没有信息>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3560
3559,[BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3559
3558,[BUG] new lines in arguments are replaced with \n,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3558
3557,[BUG] RxwebValidators: Type 'string' is not assignable to type 'string[] | undefined'.ts(2322) in image validation,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3557
3556,[BUG] Subdependency that needs to be built from source not found (works with npm 6),Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3556
3555,[BUG] Running npm ci in GitHub Actions erroneously uses GitHub Package Registry,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3555
3554,[BUG] Unable to install anything from a scoped private registry: registry gets ignored,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3554
3553,[BUG] 7.20.0 - incorrect interaction with workspace postinstall scripts (worked on 7.19.1),Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3553
3552,[BUG] <title>🤴👑📱♥,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3552
3551,[BUG] <cb() never called>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3551
3549,[BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3549
3548,[BUG] publishing a tarball does not include readme,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3548
3547,[BUG] <Fix the upstream dependency conflict while creating new angular project>,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3547
3545,[BUG] npm install rename .gitignore to .npmignore.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3545
3544,[BUG] <title> npm install error in project https://github.com/SmartMeshFoundation/VISwap-DApp,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3544
3538,"[BUG] ""npm install < dependency >"" appears to ignore the package-lock file that belongs to that dependency ",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3538
3537,"[BUG] Can't install git module - npm ERR! Unsupported URL Type ""ssh:"": ssh://git...",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3537
3534,[BUG] via field missing despite vulnerable dependency is not direct,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3534
3533,[BUG] package-lock custom resolved url,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3533
3532,[BUG] ERROR,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3532
3530,"[BUG] When using non-npm registry, scoped resolved URLs are being rewritten",Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3530
3529,[BUG] <sudo npm install -g npm@latest fails on circleci> update-npm,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3529
3528,"npm install modules error ""/node_modules/sharp"" in IMac with M1 ",,Closed,https://github.com/npm/cli/issues/3528
3527,[BUG] dependencies typo in lock file,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3527
3526,When i tried npm install --save after deleting node modules and package-lock.josn,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3526
3525,[BUG] Upgrade node-gyp to ^8.1.2 version,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3525
3520,[BUG] npx/npm exec don't work in child workspace when using --no/--no-install and --package,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3520
3519,[BUG] npm audit --production reports vulnerabilities in transitive devDependencies,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3519
3518,html pages come scattered between pages when i print them with html2pdf library in javascript,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3518
3517,[BUG] <Issue with registry while installing mailslurp helper>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3517
3516,CB() never called error during docker build,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3516
3515,[BUG] npm login/add-user --scope=@myScope do not set the scope on the .npmrc file,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3515
3514,Do not conflict on meta-peers that will not be replaced,,Closed,https://github.com/npm/cli/issues/3514
3513,"[BUG] <titlenpm ERR! Error: EPERM: operation not permitted, rename 'C:\Program Files\nodejs\node_modules\npm' -> 'C:\Program Files\nodejs\node_modules\.npm-QXjMEw5N'>",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3513
3512,cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3512
3511,[BUG] Windows nodejs not removing old installation properly and drive C issues.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3511
3510,npm audit fix --force giving error,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3510
3506,[BUG]  npm config set noproxy  - obj[key].join is not a function,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3506
3502,npm install -g @vue/cli@next command fails - ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3502
3501,[BUG] Cannot enter password with `npm login`,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3501
3496,[BUG] Tracker idealTree inflate error with workspaces after failed install,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3496
3492,[BUG] 403 Forbidden when installing npm package from private repo,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3492
3490,[BUG] [REGRESSION] npm run with package variable doesn't work,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3490
3489,[BUG] wrong folder structure when using prefix to install npm locally,Release 7.x,Closed,https://github.com/npm/cli/issues/3489
3488,[BUG] `npm install` doesn't install local scripts for the top-level project.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3488
3481,[BUG] Error: [object Object] is not a PostCSS plugin,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3481
3480,[BUG] Workspaces don't run lifecycle scripts when linking local packages,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3480
3478,"[BUG] man pages are linked to the project at ""/Users/wraithgar/Development/npm/cli""",Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3478
3477,[BUG] dependency installed twice when using workspace,Wontfix;Release 7.x,Closed,https://github.com/npm/cli/issues/3477
3476,[BUG] `npm install` fails when trying to install package from GitHub repo,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3476
3475,[BUG] Overriding package.json config values does not work.,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3475
3473,Retrieve removed node module,,Closed,https://github.com/npm/cli/issues/3473
3472,[BUG] npm audit fix doesn't work,Release 8.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3472
3470,[BUG] Please do not check updates when a user wants to get rid of this update-notifier,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3470
3468,[BUG] npm can only upload 185k tarball,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3468
3467,[BUG] npm: 7.6.1 causes ERR and WARN - dependencies not resolvable,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3467
3462,[BUG] <title>npm ERR! This is an error with npm itself.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3462
3461,[BUG] npx --force warning hides confirmation prompt to install package,Good First Issue;Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3461
3457,[BUG] npm i -g @swc/cli removed my git repository,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3457
3453,fix: Unnecessary variables and ESLint errors ,semver:patch;Enhancement;Good First Issue;:gem: Free Internet Points :gem:,Closed,https://github.com/npm/cli/issues/3453
3449,"[BUG] ""deprecations must be strings"" Deprecations fails consistently",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3449
3448,[BUG] npm 7 Workspace Dependency Resolution Does Not Work with Docker,Release 7.x,Closed,https://github.com/npm/cli/issues/3448
3447,"[BUG] npx outputs successful ""Done"" message to stderr",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3447
3446,[BUG] binary entrypoint is not being added to ./node_modules/.bin,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3446
3445,[BUG] <npm ERR! cb() never called>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3445
3444,[BUG] `npm init <package>` doesn't use newer version if existing version is semver-major incompatible,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3444
3443,The npm start command is too slow,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3443
3442,are sudo apt install packages not up to date?,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3442
3440,[BUG] Could not resolve dependency even though found version should satisfy peer version spec,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3440
3439,Error encountered when doing npm install.,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3439
3438,[BUG] WARN old lockfile when running npm update.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3438
4278,[BUG](arborist) installing older semver tagged git dep doesn't downgrade if newer git dep is present,Needs Triage;ws:arborist,Closed,https://github.com/npm/cli/issues/4278
3433,NPM INSTALL FAILS,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3433
3432,[BUG] <npm ERR! cb() never called!>    v6,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3432
3431,"[BUG] npx failed to install package and exec, when the user HOME dir is a symlink",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3431
3428,[BUG] <title>cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3428
3427,[BUG] install a git dependency by tag does not install correct version.,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3427
3424,[BUG] npm is not finding newly published versions of packages,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3424
3422,[BUG] Wrong error display for dependency,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3422
3421,[BUG] npm ERR! cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3421
3415,[BUG] <npm ERR! cb() never called!>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3415
3414,i have a problem when I create angular project,,Closed,https://github.com/npm/cli/issues/3414
3413,[BUG] run transitive dependencies with `--workspace` flag?,Enhancement;config:workspace;cmd:run-script,Closed,https://github.com/npm/cli/issues/3413
3412,[BUG] Cannot verifiy email address,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3412
3410,"[BUG] ""npm update"" doesn't work",pr: needs documentation;Release 7.x;Priority 2,Closed,https://github.com/npm/cli/issues/3410
3409,[BUG] `npm outdated` should not include packages where the current version == wanted,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3409
3407,[BUG] <title>npm ERR! cb() never called! while creating a new react app.,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3407
3406,[BUG] <title> FACING AN ERROR  Failed at the duofolio@1.1.0 android script.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3406
3405,[BUG] `npm pack` incorrect filename for scoped package,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3405
3403,[BUG] npm --workspaces version doesn't update dependencies,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3403
3402,"[BUG] ""npm install"" for workspaces is not consistent",Release 7.x,Closed,https://github.com/npm/cli/issues/3402
3401,"[security] private keys in node-gyp, npm7",,Closed,https://github.com/npm/cli/issues/3401
3400,[BUG] <title>npm ERR! cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3400
3396,[BUG] NPM install the wrong peer depedencies with --force,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3396
3395,npm ERR! cb() never called!,,Closed,https://github.com/npm/cli/issues/3395
3394,@babel/helper-validator-option@^7.14.5 cannot download with dependency library,,Closed,https://github.com/npm/cli/issues/3394
3393,[BUG] npm ERR! cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3393
3391,[BUG] npm install not working/will get error or it will hang the terminal,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3391
3390,[BUG] npm i yarn fails with cb() never called! on Termux,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3390
3389,[BUG] npm i firebase fails with cb() never called! on Termux,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3389
3387,NPM Node RFC Installation Issue,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3387
3385,[BUG] Infinite loop installing a package in a workspace,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3385
3384,[BUG] npm creates its cache directory in my $HOME,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3384
3382,[BUG] npm ls --prod is not omitting dev deps of workspaces,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3382
3380,i can not install netlify-cli,,Closed,https://github.com/npm/cli/issues/3380
3379,uuid 3.3 is deprecated with npm 6.14.13 shall we update uuid to latest v8.x?,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3379
3378,[BUG] `npm ls` executed within workspace does not look up node_modules in workspace,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3378
3377,"[BUG] npm install does not output an error, but dependencies' dependencies are unmet",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3377
3376,[BUG] The lock file ignores changes in package.json,Wontfix;Release 7.x,Closed,https://github.com/npm/cli/issues/3376
3375,[BUG] global npm update from 7.13.0 to 7.16.0 in some configuration changes ownership of all files in /usr/local/bin,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3375
3374,[BUG] Cannot read property 'pickAlgorithm' of null,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3374
4246,Cannot read property 'replace' of undefined,ws:libnpmexec,Closed,https://github.com/npm/cli/issues/4246
3373,[BUG] Unable to install a package with a caret range,Needs Discussion;Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3373
3372,[cb() never called!] <When try to run npm i its showing cb() never called!>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3372
3371,[BUG] NPM Install includes transitive devDependencies for file: dependencies.,Wontfix;Release 7.x,Closed,https://github.com/npm/cli/issues/3371
3369,CLI commands are opening file explorer and not running,,Closed,https://github.com/npm/cli/issues/3369
3366,[BUG] On npm@6 tells to install npm 7.15.1 not 7.16.0,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3366
3358,[DOC] please update the doc of npm install <folder>,Bug;Documentation,Closed,https://github.com/npm/cli/issues/3358
3357,[BUG] `bundledDependencies` (still) does not bundle relevant executables,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3357
3356,[BUG]  Error: Missing required argument #1,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3356
3355,[BUG] Npm script can't find node & npm,Wontfix;Release 7.x,Closed,https://github.com/npm/cli/issues/3355
3352,[BUG] npm run <script name> --if-present silently ignores missing scripts in subcommands,Release 7.x;Release 8.x;Bug;Priority 2;cmd:run-script,Closed,https://github.com/npm/cli/issues/3352
3351,ℹ️ We're closing v6 issues,,Closed,https://github.com/npm/cli/issues/3351
3349,[BUG] npm breaks on Windows when running off a UNC path,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3349
3347,[BUG] Postinstall does not output anything from script (even with loglevel=silly),Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3347
3343,[BUG] spawn git EMFILE,Wontfix;Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3343
3339,[BUG] npm i succeeds but there are missing dependencies,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3339
3337,[BUG] npx pass ESCAPED multiline string argument to package,Release 8.x;Bug;Priority 2;cmd:exec,Closed,https://github.com/npm/cli/issues/3337
3336,[BUG] npm run -- <args> not working,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3336
3335,[BUG] npm cli error when running npm -g install with various global packages ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3335
3333,[BUG] Installing newer version from git doesn't update package lock nor node modules,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3333
3330,[BUG] npm audit fix --force crashes,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3330
3328,npm ERR! cb() never called!  npm ERR! This is an error with npm itself.,,Closed,https://github.com/npm/cli/issues/3328
3327,[BUG] npm exec TypeError since v7.11.0,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3327
3320,Server,,Closed,https://github.com/npm/cli/issues/3320
3318,[BUG] npm install <folder> doesn't install the dependencies of that package if it is not a subdir of itself.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3318
3317,[SECURITY] path-parse 1.0.6 vulnerability in npm 6.14.13,Release 6.x;Release 7.x;Security,Closed,https://github.com/npm/cli/issues/3317
3316,Lodash4.17.15 has vulnerabilities,,Closed,https://github.com/npm/cli/issues/3316
3315,fast-csvv4.3.5 and @fast-csv/parse4.3.3 have security vulnerabilities,,Closed,https://github.com/npm/cli/issues/3315
3314,TERM=dumb and --no-progress is ignored,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3314
3310,npm ci support to updgrade specific packages to latest version.,,Closed,https://github.com/npm/cli/issues/3310
3309,"[BUG] npm audit fix return error code ""0"" even if the remediation is not able to successfully fix all vulnerabilities",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3309
3308,[BUG]  unable to resolve dependency tree,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3308
3306,[BUG] npx@7 regression: command injection / impossible to pass a bactick as argument,Release 7.x;Release 8.x;Bug;Priority 2;cmd:run-script,Closed,https://github.com/npm/cli/issues/3306
3305,The version of the downloaded binary is incorrect,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3305
3303,cb() never called!,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3303
3302,NPM ERROR,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3302
3300,Git dependency prepare script running with --package-lock-only,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3300
3298,[BUG] Error in npm installation,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3298
3297,[BUG] npm install does not update node_modules based on newer package.json,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3297
3296,[BUG] npm login error,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3296
3293,angular cli bug ,,Closed,https://github.com/npm/cli/issues/3293
3292,[BUG] npm login with scope create .npmrc without @scope:registry=...,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3292
3290,[Help Request] webpack  --watch seems blocking --workspaces execution,Wontfix;Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3290
3289,cb() never called,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3289
3288,[BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3288
3287,[BUG] npm ERR! cb() never called!,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3287
3286,"[BUG] Failed to run ""npm install""",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3286
3283,[BUG] npm publish errors with EISDIR,Release 7.x,Closed,https://github.com/npm/cli/issues/3283
3281,[npm ERR!] This is an error with npm itself. Please report this error.,,Closed,https://github.com/npm/cli/issues/3281
3280,[BUG] npm install removes peer dependency,Wontfix;Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3280
3279,Aborting installation.    react-scripts cra-template has failed.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3279
3278,[BUG] 403 Forbidden when publishing without a verified e-mail address,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3278
3274,[BUG] npm v7 global install doesn't symlink bin path for packages from self-hosted gitlab npm registry,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3274
3271,[BUG] @babel/core latest version not found,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3271
3270,[BUG] npx is not working.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3270
3269,[BUG] npm install does not install correct versions when upgrading from npm 6 to 7,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3269
3268,[BUG] publish with workspaces doesn't respect access controls,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3268
3264,[BUG] Publish fails with HPE_INVALID_VERSION,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3264
3263,[BUG] unsupported engine yet installed,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3263
3259,Newman testing tool for calls are failing that have Self Signed Certificates,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3259
3258,This is an error with npm itself.-Angular 11,,Closed,https://github.com/npm/cli/issues/3258
3257,"[BUG] ""sill idealTree buildDeps"" takes a lot of time a project with workspaces",Release 7.x;Bug;Priority 2;perf,Closed,https://github.com/npm/cli/issues/3257
3256,[BUG] Cannot read property 'spec' of undefined when using npm install --prefix + tmpdir on mac ,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3256
4279,[FEATURE](arborist) Have minor and patch versions changelog,ws:arborist,Closed,https://github.com/npm/cli/issues/4279
3255,[BUG] npm i and npm audit failing,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3255
